ANIO,MES,CONGLOMERADO,MUESTRA,SELVIV,HOGAR,ESTRATO,LLAVE_PANEL,CODciudad,NOMCIUDAD,AREA,C201,C203,C204,C205,C206,C207,C208,C300n,NROINF,C301_DIA,C301_MES,C301_ANIO,C303,C304,C305,C306_1,C306_2,C306_3,C306_4,C306_5,C306_6,C306_7,C306_8,C306_9,C306_10,C306_10A,C306_11,C306A,C308_COD,C309_COD,C310,C311,C312,C313,C317,C317A,C318_1,C318_2,C318_3,C318_4,C318_5,C318_6,C318_7,C318_T,C328_T,whoraT,C330,C331,C333,C334,P209H,C335,C338,C339_1,C341_T,C342,C344,C345_1,C347_T,C348,C350,C352,C353,C354,C355,C356,C357_I,C358,C359,SEGURO1,C361_1,C362_1,C361_2,C362_2,C361_3,C362_3,C361_4,C362_4,C361_5,C362_5,C361_6,C362_6,C361_7,C362_7,C361_8,C362_8,C364_1,C365_1,C364_2,C365_2,C364_3,C365_3,C364_4,C365_4,C366,C366_1,C366_2,C375_1,C375_2,C375_3,C375_4,C375_5,C375_6,C376,C377,OCUP300,D341_T,D344,D347_T,D350,D351_T,I339_1,I342,I345_1,I348,INGTOT,INGTOTP,ingtrabw,RESIDENT,FAC_T300
2024,07,00052,7,0043,1,3,202407000527004315,48,Tumbes,1,5,3,1,2, ,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00052,7,0052,1,3,202407000527005211,48,Tumbes,1,1,1,1,2, ,1,80,1,1,11,7,1944,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,9,4, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,42.3257019181422
2024,07,00052,7,0052,1,3,202407000527005212,48,Tumbes,1,2,2,1,2, ,2,74,2,2,6,8,1949,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,32.951378202767
2024,07,00052,7,0052,1,3,202407000527005213,48,Tumbes,1,3,5,1,2, ,1,24,3,3,27,6,2000,1, , , , , , , , , , , , , , , ,3119,8413,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,1500, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , , ,1500, , , ,1500,1500,1500,1,46.407909438308
2024,07,00052,7,0058,1,3,202407000527005811,48,Tumbes,1,1,1,1,2, ,2,25,1,1,12,7,1999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,1,1,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,42.9183073323035
2024,07,00052,7,0111,1,3,202407000527011111,48,Tumbes,1,1,1,1,2, ,1,71,1,1,5,1,1953,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,6,1,1,13,2,2,1,4,2, ,2, ,2, ,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,11,5, ,2,2,2,2,2,2,1,7,2, , , , , , , , , , , , ,1,42.3257019181422
2024,07,00052,7,0111,1,3,202407000527011112,48,Tumbes,1,2,2,1,2, ,2,66,2,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00052,7,0111,1,3,202407000527011113,48,Tumbes,1,3,3,1,2, ,1,36,3,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00052,7,0111,1,3,202407000527011114,48,Tumbes,1,4,4,1,2, ,2,28,4,99, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00052,7,0111,1,3,202407000527011115,48,Tumbes,1,5,5,1,2, ,1,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00057,5,0025,1,3,202304000575002511,48,Tumbes,1,1,1,1,2, ,2,57,1,1,25,2,1967,1, , , , , , , , , , , , , , , ,5212,4722,2, ,3,2,1,1,1,2,2,3,2,2,2,14, ,14,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,839, , ,839,839,839,1,30.8754935435741
2024,07,00057,5,0025,1,3,202304000575002512,48,Tumbes,1,2,3,1,2, ,2,29,2,1,8,3,1995,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,2,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,7,5, ,1,2,1,1,1,1,10,7,4, , , , , , , , , , , , ,1,44.2178624354174
2024,07,00057,5,0025,1,3,202304000575002513,48,Tumbes,1,3,3,1,2, ,2,37,3,3,16,10,1986,1, , , , , , , , , , , , , , , ,5212,4721,2, ,2,1,1,1,5,10,10,10,10,10,10,65, ,65,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, ,65, , , , ,1056, , ,1121,1121,1121,1,31.9623025287773
2024,07,00057,5,0025,1,3,202304000575002514,48,Tumbes,1,4,5,1,2, ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00057,5,0027,1,3,202304000575002711,48,Tumbes,1,1,1,1,2, ,1,64,1,1,25,10,1959,1, , , , , , , , , , , , , , , ,4110,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,3500, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , ,50,3500, , , ,3500,3500,3550,1,31.5209749297888
2024,07,00057,5,0027,1,3,202307000575002712,48,Tumbes,1,2,7,1,2, ,2,66,2,2,10,9,1957,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,3,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,3,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,24.5396891052197
2024,07,00057,5,0027,1,3,202307000575002713,48,Tumbes,1,3,11,1,1, ,1,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,07,00057,5,0029,1,3,202304000575002911,48,Tumbes,1,1,1,1,2, ,1,32,1,1,22,2,1992,1, , , , , , , , , , , , , , , ,5120,5610,1, ,2,1,1,2,8,9,0,9,9,9,0,44, ,44,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,4, ,2,2,2,2,2,2,10,6,1, ,900, , , , ,5369, , ,6269,6269,6269,1,42.3598754065969
2024,07,00059,6,0049,1,3,202407000596004911,48,Tumbes,1,1,1,1,2, ,2,55,1,1,10,10,1968,1, , , , , , , , , , , , , , , ,5212,4722,2, ,2,2,1,2,10,12,12,12,12,12,12,82, ,82,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,6,1, ,35, , , , ,846, , ,881,881,881,1,45.1840431864892
2024,07,00059,6,0049,1,3,202407000596004912,48,Tumbes,1,2,3,1,2, ,1,19,2,2,16,6,2005,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,5212,4722,4, ,2,2,1,2,6,0,0,5,0,0,5,16, ,16,1, ,2, ,2, , , , , , , , , , ,2,4,1,1,5, , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,8,1, , , , , , , , , ,0,0,0,1,50.5776514357382
2024,07,00059,6,0050,1,3,202407000596005011,48,Tumbes,1,1,1,1,2, ,2,71,1,1,29,9,1952,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,1,1,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,1, ,1,2,2,2,2,2,10,5,3, , , , , , , , , , , , ,1,33.5701583064758
2024,07,00059,6,0050,1,3,202407000596005012,48,Tumbes,1,2,3,1,2, ,2,54,2,2,13,4,1970,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,2,2,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,45.1840431864892
2024,07,00059,6,0050,1,3,202407000596005013,48,Tumbes,1,3,4,1,2, ,1,54,3,3,19,6,1970,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,1,12, ,1,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,51.1547209260611
2024,07,00059,6,0050,1,3,202407000596005014,48,Tumbes,1,4,5,1,2, ,2,27,4,4,4,11,1996,1, , , , , , , , , , , , , , , ,9411,5610,2, ,3,2,1,2,0,5,5,5,5,5,5,30, ,30,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,7,1, ,120, , , , ,585, , ,705,705,705,1,46.7745092321115
2024,07,00059,6,0050,1,3,202407000596005015,48,Tumbes,1,5,5,1,2, ,1,17,5,5,8,2,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,64.2312166944707
2024,07,00059,6,0050,2,3,202407000596005021,48,Tumbes,1,1,1,1,2, ,2,52,1,1,18,10,1971,1, , , , , , , , , , , , , , , ,9411,5610,2, ,3,2,1,1,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,2, ,2,2,2,2,2,2,10,7,1, ,240, , , , ,879, , ,1119,1119,1119,1,45.1840431864892
2024,07,00059,6,0050,2,3,202407000596005022,48,Tumbes,1,2,2,1,2, ,1,55,2,2,13,8,1968,1, , , , , , , , , , , , , , , ,9521,4781,2, ,3,2,1,1,3,6,0,6,0,6,6,27, ,27,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,3,4, ,2,2,2,2,2,2,10,7,1, ,108, , , , ,1299, , ,1407,1407,1407,1,45.6877094537408
2024,07,00059,6,0050,2,3,202407000596005023,48,Tumbes,1,3,3,1,2, ,1,34,3,3,27,10,1989,1, , , , , , , , , , , , , , , ,7113,4100,1, ,2,2,1,3,0,9,9,9,9,9,6,51, ,51,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,8,2, ,2,2,2,2,2,2,10,5,1, , , , , , ,3030, , ,3030,3030,3030,1,61.9906022569256
2024,07,00059,6,0050,2,3,202407000596005024,48,Tumbes,1,4,3,1,2, ,2,28,4,4,24,9,1995,1, , , , , , , , , , , , , , , ,9411,5610,2, ,3,2,1,1,0,7,7,7,7,0,0,28, ,28,1, ,2, ,2,1, , , , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,9,3, ,2,2,2,2,2,2,10,5,1, ,87, , , , ,288, , ,375,375,375,1,46.7745092321115
2024,07,00059,6,0050,2,3,202407000596005025,48,Tumbes,1,5,5,1,2, ,1,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00059,6,0050,2,3,202407000596005026,48,Tumbes,1,6,5,1,2, ,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00059,6,0051,1,3,202407000596005111,48,Tumbes,1,1,1,1,2, ,2,67,1,1,23,10,1956,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1, ,5211,3212,9, ,3,2,1,2,0,2,0,0,0,0,0,2, , ,2,10,2, , , , , , , , , , , , ,2,6,2,2,3, , ,1,1,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,4,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,35.9120533813793
2024,07,00059,6,0051,1,3,202407000596005112,48,Tumbes,1,2,3,1,2, ,2,38,2,2,10,1,1986,1, , , , , , , , , , , , , , , ,3119,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,2500, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,11,5, ,2,2,2,2,2,2,10,7,1, , , , , ,2500, , , ,2500,2500,2500,1,46.7745092321115
2024,07,00059,6,0051,1,3,202407000596005113,48,Tumbes,1,3,4,1,2, ,1,43,3,3,26,7,1980,1, , , , , , , , , , , , , , , ,3119,8411,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,3500, , , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,12,2, ,2,2,2,2,2,2,10,7,1, , , , , ,3500, , , ,3500,3500,3500,1,61.9906022569256
2024,07,00059,6,0051,1,3,202407000596005114,48,Tumbes,1,4,5,1,2, ,2,17,4,4,15,1,2007,1, , , , , , , , , , , , , , , ,9533,4789,2, ,3,2,1,1,1,2,2,2,2,3,3,15, ,15,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,2,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , , , ,370, , ,370,370,370,1,50.7800786457286
2024,07,00059,6,0051,1,3,202407000596005115,48,Tumbes,1,5,5,1,2, ,1,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00059,6,0052,1,3,202407000596005211,48,Tumbes,1,1,1,1,2, ,2,39,1,1,20,5,1985,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,1,13,2,6,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,8,1, ,2,2,2,2,2,2,10,8,2, , , , , , , , , , , , ,1,46.7745092321115
2024,07,00059,6,0052,1,3,202407000596005212,48,Tumbes,1,2,3,1,2, ,1,11, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00063,10,0093,1,3,2024070006310009311,48,Tumbes,1,1,1,1,2, ,1,58,1,1,18,10,1965,1, , , , , , , , , , , , , , , ,9213,321,3,5,1, ,4,500,0,8,8,8,8,8,0,40, ,48,2,48,2, ,2,2,3,726,108, , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,8,1,468, , , ,324,1452, , , ,1920,1920,2244,1,26.1526024699868
2024,07,00063,10,0093,1,3,2024070006310009312,48,Tumbes,1,2,2,1,2, ,2,53,2,2,25,1,1971,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,6, , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,8,4, , , , , , , , , , , , ,1,25.8642933421608
2024,07,00063,10,0093,1,3,2024070006310009313,48,Tumbes,1,3,3,1,2, ,2,16,3,3,5,12,2007,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,4,2,2,5, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,4, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,29.067581327557
2024,07,00063,10,0094,1,3,2024070006310009411,48,Tumbes,1,1,1,1,2, ,1,53,1,1,15,10,1970,1, , , , , , , , , , , , , , , ,9313,4100,3,5,3,2,1,2,0,0,0,8,8,8,0,24, ,48,2,48,2, ,2,1,2,180,36, , , , , , , , , , , , , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,1, ,2,2,2,2,2,2,10,5,1,156, , , , ,779, , , ,935,935,935,1,29.2820344210286
2024,07,00063,10,0094,1,3,2024070006310009412,48,Tumbes,1,2,2,1,2, ,2,45,2,1,23,3,1979,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,7,2,2,7, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,5,3, ,2,2,2,2,2,2,10,5,4, , , , , , , , , , , , ,1,25.8642933421608
2024,07,00063,10,0094,1,3,2024070006310009413,48,Tumbes,1,3,3,1,2, ,2,18,3,3,18,10,2005,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,5,1,1,3, , ,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,4, , , , , , , , , , , , ,1,29.067581327557
2024,07,00063,10,0094,1,3,2024070006310009414,48,Tumbes,1,4,3,1,2, ,2,22,4,4,11,9,2001,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,1,4,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,2, ,2, ,2, ,2, ,10,2, ,2,2,2,2,2,2,10,5,2, , , , , , , , , , , , ,1,37.521152904373
2024,07,00063,10,0094,1,3,2024070006310009415,48,Tumbes,1,5,5,1,2, ,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
2024,07,00063,10,0096,1,3,2024070006310009611,48,Tumbes,1,1,1,1,2, ,2,60,1,1,28,3,1964,1, , , , , , , , , , , , , , , ,5213,4781,2, ,3,2,1,1,4,9,9,9,9,9,9,58, ,58,1, ,2, ,2,2, , , , , , , , , , , , , , , , ,1,4,2, ,2, ,2, ,1,4,2, ,2, ,2, ,2, ,2, ,2, ,2, ,2, ,4,5, ,2,2,2,2,2,2,10,6,1, ,30, , , , ,232, , ,262,262,262,1,19.2162622188953
2024,07,00063,10,0096,1,3,2024070006310009612,48,Tumbes,1,2,2,1,1, ,1,70, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, 
2024,07,00063,10,0098,1,3,2024070006310009811,48,Tumbes,1,1,1,1,2, ,2,59,1,1,7,10,1964,1, , , , , , , , , , , , , , , ,4417,8521,3,2, , ,5,9998,0,8,8,8,8,8,0,40, ,40,1, ,2, ,2,2,4,1600, , , , , , , , , , , , , , ,1,1,1,1,2, ,2, ,2, ,2, ,2, ,2, ,2, ,1,1,2, ,2, ,2, ,6,5, ,2,2,2,2,2,2,10,7,1, , , , ,83,1600, , , ,1600,1600,1683,1,25.8642933421608
2024,07,00063,10,0098,1,3,2024070006310009812,48,Tumbes,1,2,3,1,2, ,2,26,2,2,20,10,1997,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,1,13,2,4,1,5,2, ,2, ,2, ,2, ,1,5,2, ,2, ,2, ,1,5,2, ,2, ,2, ,10,5, ,2,2,2,2,2,2,10,7,2, , , , , , , , , , , , ,1,26.7747094415997
2024,07,00063,10,0098,1,3,2024070006310009813,48,Tumbes,1,3,5,1,2, ,2,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, 
